epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,5876.12,1.0074,1.29606,0.83547,1.17512,0.8393,0.69731,0.79788,0.57625,0.84224,0.69985,0.79709,0.56968,1.0252,1.59668,0.94251,1.31292,0.000231213,0.000231213,0.000231213
89,5942.63,1.00054,1.2994,0.81774,1.16406,0.82414,0.71401,0.79906,0.58296,0.82619,0.71578,0.79887,0.57778,1.00397,1.54354,0.93318,1.29495,0.00021471,0.00021471,0.00021471
90,6009.32,0.98442,1.28232,0.79918,1.15545,0.83489,0.69169,0.80298,0.58424,0.83489,0.69169,0.80267,0.57691,1.0183,1.65279,0.92021,1.31072,0.000198206,0.000198206,0.000198206
91,6126.82,0.98059,1.26031,0.74021,1.11388,0.80641,0.73964,0.80302,0.58404,0.81234,0.73638,0.80931,0.57963,1.0319,1.62388,0.90122,1.31047,0.000181703,0.000181703,0.000181703
92,6193.32,0.97264,1.24397,0.71009,1.10859,0.80666,0.73532,0.81168,0.58351,0.81424,0.74902,0.81501,0.58131,1.04231,1.64125,0.92091,1.31415,0.0001652,0.0001652,0.0001652
93,6259.94,0.94992,1.23067,0.69807,1.11072,0.78999,0.73525,0.80637,0.58156,0.78999,0.73525,0.80611,0.57965,1.03758,1.58902,0.92874,1.31439,0.000148696,0.000148696,0.000148696
94,6326.54,0.94105,1.22585,0.67851,1.09811,0.78191,0.74472,0.80355,0.58072,0.78392,0.74572,0.80285,0.57743,1.03187,1.52483,0.93951,1.3108,0.000132193,0.000132193,0.000132193
95,6393.37,0.94312,1.21271,0.67159,1.08806,0.82315,0.70615,0.79459,0.58372,0.82884,0.71123,0.80116,0.57244,1.02493,1.59823,0.92858,1.30447,0.00011569,0.00011569,0.00011569
96,6460.07,0.93645,1.19337,0.66506,1.07985,0.76424,0.74995,0.79903,0.58663,0.81775,0.70716,0.79578,0.56678,1.02084,1.65108,0.95932,1.30442,9.91865e-05,9.91865e-05,9.91865e-05
97,6526.95,0.92726,1.19254,0.66022,1.08477,0.81926,0.73579,0.80913,0.59241,0.81843,0.73439,0.80658,0.58177,1.01533,1.59003,0.92265,1.2981,8.26832e-05,8.26832e-05,8.26832e-05
98,6593.67,0.90423,1.19767,0.64512,1.07329,0.78879,0.73845,0.81312,0.59151,0.7859,0.73591,0.81233,0.57672,1.01947,1.54612,0.92953,1.30445,6.61799e-05,6.61799e-05,6.61799e-05
99,6660.39,0.93101,1.20016,0.65742,1.07903,0.78837,0.76188,0.814,0.58996,0.78024,0.76833,0.80786,0.5844,1.0075,1.57155,0.91083,1.30202,4.96766e-05,4.96766e-05,4.96766e-05
100,6727.17,0.91707,1.19873,0.63292,1.07204,0.77277,0.75408,0.80614,0.59313,0.8102,0.71917,0.80855,0.57898,1.00863,1.56261,0.92486,1.30182,3.31733e-05,3.31733e-05,3.31733e-05
